	QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI
255	org.tribuo.common.tree.SplitNode<T>	SplitNode	low	low	low-medium	medium-high	1.0	12.0	2.0	0.0	0.0	11.0	53.0	33.0	5.0	1.0	10.0	0.0	0.0	0.625	0.72	0.444	0.0	0.0
256	org.tribuo.common.tree.TreeModel<T>	TreeModel	low-medium	low-medium	low-medium	low	7.0	15.0	10.0	2.0	1.0	12.0	129.0	36.0	1.0	1.0	2.0	1.0	0.0	1.0	0.5	0.0	2.0	0.0
257	<Package>org.tribuo.common.tree.impl	org.tribuo.common.tree.impl	low	low	low	low						22.0	94.0											
258	org.tribuo.common.tree.impl.IntArrayContainer	IntArrayContainer	low-medium	low	low-medium	low	0.0	7.0	1.0	0.0	0.0	22.0	94.0	79.0	2.0	0.0	5.0	2.0	0.0	0.083	0.286	0.0	0.0	0.0
259	<Package>org.tribuo.common.xgboost	org.tribuo.common.xgboost	low	low	medium-high	low						41.0	641.0											
260	org.tribuo.common.xgboost.TestXGBoost	TestXGBoost	low	low	low	low	3.0	3.0	2.0	0.0	0.0	1.0	44.0	21.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
261	org.tribuo.common.xgboost.XGBoostExternalModel<T>	XGBoostExternalModel	low-medium	low-medium	low-medium	low	8.0	6.0	2.0	2.0	0.0	5.0	115.0	17.0	2.0	1.0	3.0	0.0	0.0	1.333	0.556	0.0	1.0	0.0
262	org.tribuo.common.xgboost.XGBoostFeatureImportance	XGBoostFeatureImportance	low	low	low-medium	low	3.0	2.0	1.0	0.0	0.0	1.0	96.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
263	org.tribuo.common.xgboost.XGBoostModel<T>	XGBoostModel	low	low-medium	low-medium	low	8.0	7.0	4.0	1.0	0.0	9.0	127.0	26.0	1.0	1.0	2.0	1.0	1.0	0.0	0.5	1.0	0.0	0.5
264	org.tribuo.common.xgboost.XGBoostOutputConverter<T>	XGBoostOutputConverter	low	low	low	low	0.0	1.0	0.0	1.0	2.0	3.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
265	org.tribuo.common.xgboost.XGBoostTrainer<T>	XGBoostTrainer	low	low-medium	low-medium	medium-high	6.0	12.0	2.0	0.0	2.0	13.0	255.0	61.0	16.0	0.0	7.0	3.0	0.0	0.563	0.775	1.0	0.0	0.0
266	<Package>org.tribuo.data	org.tribuo.data	low	low	medium-high	low						22.0	378.0											
267	org.tribuo.data.CompletelyConfigurableTrainTest	CompletelyConfigurableTrainTest	low	low	low-medium	low	0.0	1.0	0.0	0.0	0.0	1.0	62.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
268	org.tribuo.data.ConfigurableTrainTest	ConfigurableTrainTest	low	low	low-medium	low	0.0	1.0	0.0	0.0	0.0	1.0	80.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
269	org.tribuo.data.DataOptions	DataOptions	low	medium-high	low-medium	low	20.0	14.0	12.0	0.0	0.0	15.0	126.0	88.0	9.0	0.0	2.0	0.0	0.0	0.0	0.333	1.0	3.0	0.0
270	org.tribuo.data.DatasetExplorer	DatasetExplorer	low	low	low-medium	low	5.0	4.0	1.0	0.0	0.0	3.0	83.0	11.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	0.667	0.0	0.0
271	org.tribuo.data.PreprocessAndSerialize	PreprocessAndSerialize	low	low	low	low	0.0	1.0	0.0	0.0	0.0	1.0	27.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
272	<Package>org.tribuo.data.columnar	org.tribuo.data.columnar	low	low-medium	medium-high	low						66.0	544.0											
273	org.tribuo.data.columnar.ColumnarDataSource<T>	ColumnarDataSource	low	low	low	low	3.0	4.0	0.0	0.0	3.0	4.0	50.0	9.0	3.0	0.0	4.0	0.0	0.0	0.667	0.562	0.0	0.0	0.0
274	org.tribuo.data.columnar.ColumnarFeature	ColumnarFeature	low	low	low	low	0.0	0.0	0.0	1.0	0.0	0.0	32.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
275	org.tribuo.data.columnar.ColumnarIterator	ColumnarIterator	low	low	low-medium	low	0.0	4.0	1.0	1.0	3.0	6.0	54.0	19.0	0.0	0.0	4.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0
276	org.tribuo.data.columnar.FeatureProcessor	FeatureProcessor	low	low	low	low	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
277	org.tribuo.data.columnar.FieldExtractor<T>	FieldExtractor	low	low	low	low	0.0	0.0	0.0	1.0	2.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
278	org.tribuo.data.columnar.FieldProcessor	FieldProcessor	low	low	low	low	0.0	2.0	0.0	1.0	4.0	5.0	13.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
279	org.tribuo.data.columnar.MockResponseProcessor	MockResponseProcessor	low	low	low	low	3.0	3.0	0.0	0.0	0.0	3.0	22.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
280	org.tribuo.data.columnar.ResponseProcessor<T>	ResponseProcessor	low	low	low	low	1.0	1.0	0.0	1.0	5.0	4.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
281	org.tribuo.data.columnar.RowProcessor<T>	RowProcessor	low	low-medium	low-medium	low	6.0	10.0	3.0	0.0	0.0	12.0	190.0	36.0	4.0	0.0	8.0	0.0	0.0	0.833	0.583	0.905	1.0	0.0
282	org.tribuo.data.columnar.RowProcessorTest	RowProcessorTest	low	medium-high	low-medium	low	17.0	10.0	7.0	0.0	0.0	11.0	171.0	131.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
283	<Package>org.tribuo.data.columnar.extractors	org.tribuo.data.columnar.extractors	low	low-medium	low-medium	low						22.0	205.0											
284	org.tribuo.data.columnar.extractors.DateExtractor	DateExtractor	low	low	low	low	1.0	4.0	1.0	1.0	0.0	4.0	39.0	11.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
285	org.tribuo.data.columnar.extractors.DoubleExtractor	DoubleExtractor	low	low	low	low	1.0	2.0	0.0	1.0	0.0	2.0	21.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
286	org.tribuo.data.columnar.extractors.FloatExtractor	FloatExtractor	low	low	low	low	1.0	2.0	0.0	1.0	0.0	2.0	21.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287	org.tribuo.data.columnar.extractors.IdentityExtractor	IdentityExtractor	low	low	low	low	1.0	2.0	0.0	1.0	0.0	2.0	19.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
288	org.tribuo.data.columnar.extractors.IndexExtractor	IndexExtractor	low	low	low	low	1.0	2.0	0.0	0.0	0.0	2.0	18.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
289	org.tribuo.data.columnar.extractors.IntExtractor	IntExtractor	low	low	low	low	1.0	2.0	0.0	1.0	0.0	2.0	21.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
290	org.tribuo.data.columnar.extractors.OffsetDateTimeExtractor	OffsetDateTimeExtractor	low	low	low	low	1.0	4.0	1.0	1.0	0.0	4.0	34.0	11.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
291	org.tribuo.data.columnar.extractors.SimpleFieldExtractor<T>	SimpleFieldExtractor	low	low	low	low	0.0	2.0	0.0	0.0	6.0	4.0	32.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
292	<Package>org.tribuo.data.columnar.processors.feature	org.tribuo.data.columnar.processors.feature	low	low	low	low						3.0	52.0											
293	org.tribuo.data.columnar.processors.feature.UniqueProcessor	UniqueProcessor	low	low	low-medium	low	1.0	3.0	0.0	0.0	0.0	3.0	52.0	6.0	1.0	0.0	3.0	0.0	0.0	0.0	0.333	1.0	0.0	0.0
294	<Package>org.tribuo.data.columnar.processors.field	org.tribuo.data.columnar.processors.field	low	low	low	low						13.0	155.0											
295	org.tribuo.data.columnar.processors.field.DoubleFieldProcessor	DoubleFieldProcessor	low	low	low	low	2.0	3.0	0.0	0.0	0.0	3.0	31.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
296	org.tribuo.data.columnar.processors.field.IdentityProcessor	IdentityProcessor	low	low	low	low	2.0	3.0	0.0	0.0	2.0	3.0	25.0	7.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
297	org.tribuo.data.columnar.processors.field.RegexFieldProcessor	RegexFieldProcessor	low	low	low-medium	low	2.0	4.0	0.0	0.0	0.0	4.0	60.0	10.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
298	org.tribuo.data.columnar.processors.field.TextFieldProcessor	TextFieldProcessor	low	low	low	low	3.0	3.0	0.0	0.0	0.0	3.0	39.0	7.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
299	<Package>org.tribuo.data.columnar.processors.response	org.tribuo.data.columnar.processors.response	low	low-medium	low-medium	low						20.0	184.0											
300	org.tribuo.data.columnar.processors.response.BinaryResponseProcessor<T>	BinaryResponseProcessor	low	low	low	low	2.0	3.0	0.0	0.0	0.0	3.0	35.0	7.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
301	org.tribuo.data.columnar.processors.response.EmptyResponseProcessor<T>	EmptyResponseProcessor	low	low	low	low	2.0	4.0	0.0	0.0	0.0	4.0	25.0	9.0	1.0	0.0	4.0	0.0	0.0	0.0	0.375	0.667	0.0	0.0
302	org.tribuo.data.columnar.processors.response.EmptyResponseProcessorTest	EmptyResponseProcessorTest	low	low	low	low	2.0	2.0	1.0	0.0	0.0	1.0	15.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
303	org.tribuo.data.columnar.processors.response.FieldResponseProcessor<T>	FieldResponseProcessor	low	low	low	low	2.0	3.0	0.0	0.0	0.0	3.0	39.0	7.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
304	org.tribuo.data.columnar.processors.response.Quartile	Quartile	low	low	low	low	1.0	6.0	0.0	0.0	0.0	6.0	24.0	14.0	3.0	0.0	6.0	0.0	0.0	0.667	0.417	0.7	0.0	0.0
305	org.tribuo.data.columnar.processors.response.QuartileResponseProcessor<T>	QuartileResponseProcessor	low	low	low	low	3.0	3.0	0.0	0.0	0.0	3.0	46.0	7.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
306	<Package>org.tribuo.data.csv	org.tribuo.data.csv	low	low-medium	medium-high	low						60.0	867.0											
307	org.tribuo.data.csv.CSVDataSource<T>	CSVDataSource	low	low	low-medium	low	3.0	4.0	0.0	1.0	0.0	5.0	103.0	14.0	3.0	0.0	4.0	0.0	1.0	0.833	0.0	0.667	0.0	0.25
308	org.tribuo.data.csv.CSVDataSourceTest	CSVDataSourceTest	low	medium-high	low-medium	low	13.0	11.0	6.0	0.0	0.0	7.0	56.0	50.0	2.0	0.0	5.0	0.0	0.0	0.5	0.0	0.4	1.0	0.0
309	org.tribuo.data.csv.CSVIterator	CSVIterator	low-medium	low	low-medium	low	1.0	2.0	1.0	2.0	0.0	2.0	85.0	4.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
310	org.tribuo.data.csv.CSVIteratorTest	CSVIteratorTest	low	low	low-medium	low	2.0	9.0	3.0	0.0	0.0	11.0	109.0	101.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
311	org.tribuo.data.csv.CSVLoader<T>	CSVLoader	low	low	low-medium	low	2.0	3.0	0.0	0.0	0.0	3.0	157.0	8.0	3.0	0.0	3.0	0.0	0.0	0.0	0.111	1.0	0.0	0.0
312	org.tribuo.data.csv.CSVLoaderTest	CSVLoaderTest	low	medium-high	low-medium	low	10.0	20.0	11.0	0.0	0.0	13.0	101.0	100.0	0.0	0.0	10.0	0.0	0.0	0.0	0.45	0.0	2.0	0.0
313	org.tribuo.data.csv.CSVLoaderWithMultiOutputsTest	CSVLoaderWithMultiOutputsTest	low	low-medium	low	low	9.0	14.0	11.0	0.0	0.0	3.0	45.0	44.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
314	org.tribuo.data.csv.CSVSaver	CSVSaver	low	low	low-medium	low	1.0	2.0	0.0	0.0	0.0	3.0	84.0	7.0	2.0	0.0	2.0	0.0	0.0	0.0	0.25	1.0	0.0	0.0
315	org.tribuo.data.csv.CSVSaverTest	CSVSaverTest	low	medium-high	low	low	11.0	13.0	9.0	0.0	0.0	5.0	49.0	48.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
316	org.tribuo.data.csv.CSVSaverWithMultiOutputsTest	CSVSaverWithMultiOutputsTest	low	medium-high	low-medium	low	12.0	22.0	10.0	0.0	0.0	4.0	78.0	77.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
317	<Package>org.tribuo.data.sql	org.tribuo.data.sql	low	low	low-medium	low						21.0	277.0											
318	org.tribuo.data.sql.ResultSetIterator	ResultSetIterator	low-medium	low	low	low	0.0	0.0	0.0	2.0	0.0	0.0	43.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
319	org.tribuo.data.sql.SQLDBConfig	SQLDBConfig	low	low	low-medium	low	2.0	3.0	0.0	0.0	0.0	11.0	72.0	21.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
320	org.tribuo.data.sql.SQLDataSource<T>	SQLDataSource	low	low	low-medium	low	4.0	4.0	0.0	1.0	0.0	7.0	67.0	20.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
321	org.tribuo.data.sql.SQLToCSV	SQLToCSV	low	low	low-medium	low	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
322	<Package>org.tribuo.data.text	org.tribuo.data.text	low	low-medium	medium-high	low						38.0	325.0											
323	org.tribuo.data.text.DirectoryFileSource<T>	DirectoryFileSource	low	low	low-medium	low	4.0	4.0	0.0	0.0	0.0	4.0	129.0	11.0	2.0	0.0	4.0	0.0	0.0	0.5	0.562	0.667	0.0	0.0
324	org.tribuo.data.text.DocumentPreprocessor	DocumentPreprocessor	low	low	low	low	0.0	0.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
325	org.tribuo.data.text.FeatureAggregator	FeatureAggregator	low	low	low	low	0.0	0.0	0.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
326	org.tribuo.data.text.FeatureTransformer	FeatureTransformer	low	low	low	low	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
327	org.tribuo.data.text.SplitTextData	SplitTextData	low	low	low-medium	low	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
328	org.tribuo.data.text.TextDataSource<T>	TextDataSource	low	low	low	low	2.0	3.0	0.0	0.0	1.0	3.0	45.0	5.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
329	org.tribuo.data.text.TextFeatureExtractor<T>	TextFeatureExtractor	low	low	low	low	0.0	0.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
330	org.tribuo.data.text.TextPipeline	TextPipeline	low	low	low	low	0.0	0.0	0.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
331	org.tribuo.data.text.TextPipelineTest	TextPipelineTest	low	low	low-medium	low	4.0	4.0	0.0	0.0	0.0	4.0	58.0	56.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
332	org.tribuo.data.text.TextProcessingException	TextProcessingException	low	low	low	low	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
333	org.tribuo.data.text.TextProcessor	TextProcessor	low	low	low	low	0.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
334	<Package>org.tribuo.data.text.impl	org.tribuo.data.text.impl	low	medium-high	medium-high	low						58.0	456.0											
335	org.tribuo.data.text.impl.AverageAggregator	AverageAggregator	low	low	low	low	1.0	1.0	0.0	0.0	0.0	1.0	21.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
336	org.tribuo.data.text.impl.BasicPipeline	BasicPipeline	low	low	low	low	4.0	4.0	1.0	0.0	0.0	5.0	32.0	12.0	3.0	0.0	4.0	0.0	0.0	0.667	0.5	0.667	0.0	0.0
337	org.tribuo.data.text.impl.CasingPreprocessor	CasingPreprocessor	low	low	low	low	1.0	3.0	0.0	0.0	0.0	3.0	22.0	6.0	1.0	0.0	3.0	0.0	0.0	0.0	0.333	1.0	0.0	0.0
338	org.tribuo.data.text.impl.FeatureHasher	FeatureHasher	low	low	low	low	1.0	3.0	0.0	0.0	0.0	3.0	22.0	6.0	1.0	0.0	3.0	0.0	0.0	0.0	0.333	1.0	0.0	0.0
339	org.tribuo.data.text.impl.NewsPreprocessor	NewsPreprocessor	low	low	low	low	1.0	2.0	0.0	0.0	0.0	2.0	20.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
340	org.tribuo.data.text.impl.NgramProcessor	NgramProcessor	low	low	low	low	2.0	4.0	0.0	0.0	0.0	7.0	49.0	14.0	3.0	0.0	4.0	0.0	0.0	0.0	0.562	1.0	0.0	0.0
341	org.tribuo.data.text.impl.SimpleStringDataSource<T>	SimpleStringDataSource	low-medium	low	low-medium	low	2.0	4.0	2.0	2.0	0.0	5.0	74.0	15.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	1.5
342	org.tribuo.data.text.impl.SimpleStringDataSourceTest	SimpleStringDataSourceTest	low	low-medium	low	low	6.0	2.0	1.0	0.0	0.0	2.0	10.0	9.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
343	org.tribuo.data.text.impl.SimpleTextDataSource<T>	SimpleTextDataSource	low	low	low-medium	low	4.0	7.0	3.0	1.0	1.0	9.0	95.0	24.0	1.0	0.0	6.0	0.0	1.0	0.0	0.556	0.0	0.0	167.0
344	org.tribuo.data.text.impl.SumAggregator	SumAggregator	low	low	low	low	1.0	1.0	0.0	0.0	0.0	1.0	16.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
345	org.tribuo.data.text.impl.TextFeatureExtractorImpl<T>	TextFeatureExtractorImpl	low	low	low	low	2.0	3.0	0.0	0.0	0.0	3.0	18.0	6.0	1.0	0.0	3.0	0.0	0.0	0.0	0.333	1.0	0.0	0.0
346	org.tribuo.data.text.impl.TokenPipeline	TokenPipeline	low	low-medium	low-medium	low	7.0	5.0	1.0	0.0	0.0	8.0	52.0	22.0	5.0	0.0	5.0	0.0	0.0	0.2	0.45	0.833	0.0	0.0
347	org.tribuo.data.text.impl.UniqueAggregator	UniqueAggregator	low	low	low	low	1.0	3.0	0.0	0.0	0.0	3.0	25.0	6.0	1.0	0.0	3.0	0.0	0.0	0.0	0.333	1.0	0.0	0.0
348	<Package>org.tribuo.dataset	org.tribuo.dataset	low	low	low-medium	low						44.0	279.0											
349	org.tribuo.dataset.DatasetView<T>	DatasetView	low-medium	low	low-medium	low-medium	4.0	20.0	9.0	2.0	0.0	18.0	209.0	51.0	7.0	1.0	9.0	5.0	8.0	0.906	0.634	0.939	1.0	1778.0
350	org.tribuo.dataset.MinimumCardinalityDataset<T>	MinimumCardinalityDataset	low-medium	low-medium	low-medium	low	9.0	16.0	12.0	2.0	0.0	13.0	70.0	37.0	2.0	1.0	4.0	0.0	1.0	0.833	0.5	0.667	2.0	0.5
351	<Package>org.tribuo.datasource	org.tribuo.datasource	low	low-medium	medium-high	low						143.0	957.0											
352	org.tribuo.datasource.AggregateConfigurableDataSource<T>	AggregateConfigurableDataSource	low	low	low	low	3.0	2.0	0.0	0.0	0.0	2.0	41.0	6.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
353	org.tribuo.datasource.AggregateDataSource<T>	AggregateDataSource	low	low	low-medium	low	2.0	2.0	0.0	0.0	0.0	2.0	125.0	6.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
354	org.tribuo.datasource.AggregateDataSourceTest	AggregateDataSourceTest	low	low-medium	low-medium	low	9.0	5.0	3.0	0.0	0.0	2.0	95.0	72.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
355	org.tribuo.datasource.IDXDataSource<T>	IDXDataSource	low-medium	low	low-medium	low	5.0	9.0	3.0	0.0	0.0	25.0	292.0	69.0	3.0	0.0	8.0	0.0	0.0	0.778	0.0	1.0	0.0	0.0
356	org.tribuo.datasource.IDXDataSourceTest	IDXDataSourceTest	low	low-medium	low-medium	low	6.0	12.0	1.0	0.0	0.0	16.0	134.0	119.0	0.0	1.0	6.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0
357	org.tribuo.datasource.LibSVMDataSource<T>	LibSVMDataSource	low-medium	low	low-medium	low	4.0	10.0	3.0	0.0	0.0	38.0	212.0	104.0	6.0	0.0	9.0	0.0	0.0	0.767	0.0	0.867	0.0	0.0
358	org.tribuo.datasource.LibSVMDataSourceTest	LibSVMDataSourceTest	low	low-medium	low	low	8.0	8.0	6.0	0.0	0.0	8.0	36.0	35.0	0.0	0.0	2.0	1.0	0.0	0.0	0.333	0.0	1.0	0.0
359	org.tribuo.datasource.ListDataSource<T>	ListDataSource	low	low	low	low	2.0	3.0	0.0	0.0	1.0	3.0	22.0	8.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
360	<Package>org.tribuo.ensemble	org.tribuo.ensemble	low	low	low	low						12.0	198.0											
361	org.tribuo.ensemble.BaggingTrainer<T>	BaggingTrainer	low	low	low-medium	low	3.0	6.0	1.0	0.0	2.0	6.0	66.0	18.0	5.0	0.0	6.0	0.0	0.0	0.9	0.567	0.9	0.0	0.0
362	org.tribuo.ensemble.EnsembleCombiner<T>	EnsembleCombiner	low	low	low	low	0.0	0.0	0.0	1.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
363	org.tribuo.ensemble.EnsembleExcuse<T>	EnsembleExcuse	low	low	low	low	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
364	org.tribuo.ensemble.EnsembleModel<T>	EnsembleModel	low	low	low	low	1.0	2.0	0.0	1.0	1.0	2.0	46.0	5.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5
365	org.tribuo.ensemble.WeightedEnsembleModel<T>	WeightedEnsembleModel	low-medium	low	low-medium	low	4.0	2.0	1.0	2.0	0.0	2.0	76.0	6.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
366	<Package>org.tribuo.evaluation	org.tribuo.evaluation	low	low-medium	medium-high	low						60.0	496.0											
367	org.tribuo.evaluation.AbstractEvaluator<T,C,E,M>	AbstractEvaluator	low	low	low	low	5.0	7.0	5.0	0.0	5.0	6.0	44.0	20.0	0.0	0.0	2.0	0.0	0.0	0.0	0.25	0.0	2.0	0.0
368	org.tribuo.evaluation.CrossValidation<T,E>	CrossValidation	low	low	low	low	4.0	3.0	0.0	0.0	0.0	3.0	34.0	16.0	5.0	0.0	3.0	0.0	0.0	0.8	0.333	0.667	0.0	0.0
369	org.tribuo.evaluation.DescriptiveStats	DescriptiveStats	low	low	low	low	1.0	10.0	1.0	0.0	0.0	9.0	47.0	18.0	0.0	0.0	9.0	0.0	0.0	0.0	0.444	0.0	0.0	0.0
370	org.tribuo.evaluation.Evaluation<T>	Evaluation	low	low	low	low	1.0	1.0	0.0	1.0	4.0	3.0	8.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
371	org.tribuo.evaluation.EvaluationAggregator	EvaluationAggregator	low	low	low-medium	low	0.0	1.0	0.0	0.0	0.0	1.0	73.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
372	org.tribuo.evaluation.EvaluationRenderer<T,E>	EvaluationRenderer	low	low	low	low	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
373	org.tribuo.evaluation.Evaluator<T,E>	Evaluator	low	low	low	low	5.0	3.0	0.0	1.0	1.0	5.0	19.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
374	org.tribuo.evaluation.KFoldSplitter<T>	KFoldSplitter	low	low	low-medium	low	1.0	2.0	0.0	0.0	0.0	3.0	56.0	8.0	2.0	0.0	2.0	0.0	0.0	0.0	0.167	1.0	0.0	0.0
375	org.tribuo.evaluation.KFoldSplitterTest	KFoldSplitterTest	low	low-medium	low-medium	low	7.0	8.0	4.0	0.0	0.0	11.0	57.0	55.0	0.0	0.0	5.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0
376	org.tribuo.evaluation.OnlineEvaluator<T,E>	OnlineEvaluator	low	low	low	low-medium	5.0	5.0	1.0	0.0	0.0	4.0	23.0	12.0	3.0	0.0	4.0	0.0	0.0	0.333	0.625	0.5	0.0	0.0
377	org.tribuo.evaluation.TrainTestSplitter<T>	TrainTestSplitter	low	low	low-medium	low	4.0	8.0	2.0	0.0	0.0	7.0	94.0	23.0	6.0	0.0	6.0	0.0	0.0	0.833	0.5	0.8	0.0	0.0
378	org.tribuo.evaluation.TrainTestSplitterTest	TrainTestSplitterTest	low	low	low	low	4.0	8.0	4.0	0.0	0.0	4.0	38.0	28.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
379	<Package>org.tribuo.evaluation.metrics	org.tribuo.evaluation.metrics	low	low	low	low						13.0	75.0											
380	org.tribuo.evaluation.metrics.EvaluationMetric<T,C>	EvaluationMetric	low	low	low	low	4.0	4.0	1.0	1.0	5.0	6.0	12.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.562	0.0	0.0	0.0
